401 	 Q0 	 FBIS3-18024          	 0       	 1,863.9164 	 lucene
401 	 Q0 	 LA032990-0214        	 248     	 995.6859 	 lucene
401 	 Q0 	 LA042989-0030        	 249     	 995.1137 	 lucene
401 	 Q0 	 FT931-8991           	 250     	 995.0952 	 lucene
401 	 Q0 	 LA120690-0003        	 251     	 995.0450 	 lucene
401 	 Q0 	 FBIS3-10009          	 252     	 994.7874 	 lucene
401 	 Q0 	 FR940713-2-00172     	 253     	 994.5765 	 lucene
401 	 Q0 	 LA112689-0199        	 254     	 993.4513 	 lucene
401 	 Q0 	 FT924-12222          	 255     	 993.1934 	 lucene
401 	 Q0 	 FR940727-0-00066     	 256     	 992.9357 	 lucene
401 	 Q0 	 FT923-4361           	 257     	 992.8097 	 lucene
401 	 Q0 	 LA030289-0010        	 258     	 992.5834 	 lucene
401 	 Q0 	 LA020289-0078        	 259     	 992.3550 	 lucene
401 	 Q0 	 LA042590-0001        	 260     	 989.8167 	 lucene
401 	 Q0 	 FT944-166            	 261     	 989.7017 	 lucene
401 	 Q0 	 FBIS3-10250          	 262     	 989.5048 	 lucene
401 	 Q0 	 FR941019-2-00028     	 263     	 988.3840 	 lucene
401 	 Q0 	 FR940405-2-00011     	 264     	 987.1467 	 lucene
401 	 Q0 	 FR940805-1-00026     	 265     	 987.0323 	 lucene
401 	 Q0 	 FBIS3-8092           	 266     	 986.8895 	 lucene
401 	 Q0 	 FBIS4-40901          	 267     	 986.6777 	 lucene
401 	 Q0 	 FT931-1806           	 268     	 986.5171 	 lucene
401 	 Q0 	 FBIS4-49181          	 269     	 986.0990 	 lucene
401 	 Q0 	 FBIS4-33985          	 270     	 984.9751 	 lucene
401 	 Q0 	 FR940216-0-00110     	 271     	 983.5073 	 lucene
401 	 Q0 	 FR940523-0-00015     	 272     	 983.0363 	 lucene
401 	 Q0 	 FR940516-2-00159     	 273     	 982.7639 	 lucene
401 	 Q0 	 LA060590-0038        	 274     	 982.0399 	 lucene
401 	 Q0 	 FR940830-2-00083     	 275     	 981.2527 	 lucene
401 	 Q0 	 FT931-8925           	 276     	 981.1510 	 lucene
401 	 Q0 	 FR940111-0-00016     	 277     	 980.6154 	 lucene
401 	 Q0 	 LA031389-0068        	 278     	 980.4412 	 lucene
401 	 Q0 	 FBIS3-15921          	 279     	 980.3588 	 lucene
401 	 Q0 	 FBIS4-32592          	 280     	 980.0008 	 lucene
401 	 Q0 	 LA082289-0093        	 281     	 979.6491 	 lucene
401 	 Q0 	 LA031889-0123        	 282     	 978.6779 	 lucene
401 	 Q0 	 FR940627-0-00171     	 283     	 978.5402 	 lucene
401 	 Q0 	 LA071489-0052        	 284     	 978.3989 	 lucene
401 	 Q0 	 FT921-16136          	 285     	 978.2257 	 lucene
401 	 Q0 	 FT922-15267          	 286     	 978.1038 	 lucene
401 	 Q0 	 FR940725-1-00011     	 287     	 977.4000 	 lucene
401 	 Q0 	 FR940825-1-00036     	 288     	 976.7756 	 lucene
401 	 Q0 	 FBIS4-26558          	 289     	 976.5640 	 lucene
401 	 Q0 	 LA033090-0141        	 290     	 975.8898 	 lucene
401 	 Q0 	 FBIS3-58627          	 291     	 975.0366 	 lucene
401 	 Q0 	 FR940825-1-00093     	 292     	 974.8737 	 lucene
401 	 Q0 	 FR941116-0-00065     	 293     	 973.4012 	 lucene
401 	 Q0 	 FBIS4-11261          	 294     	 973.3431 	 lucene
401 	 Q0 	 FR940412-1-00002     	 295     	 973.0986 	 lucene
401 	 Q0 	 FBIS4-44196          	 296     	 972.9371 	 lucene
401 	 Q0 	 FT941-9270           	 297     	 972.8862 	 lucene
401 	 Q0 	 LA110289-0180        	 298     	 972.5699 	 lucene
401 	 Q0 	 FBIS3-27302          	 299     	 972.5016 	 lucene
401 	 Q0 	 FBIS4-2661           	 300     	 971.8577 	 lucene
401 	 Q0 	 FT923-12177          	 301     	 971.6713 	 lucene
401 	 Q0 	 FR940707-1-00014     	 302     	 971.5663 	 lucene
401 	 Q0 	 LA121290-0049        	 303     	 971.4719 	 lucene
401 	 Q0 	 FBIS4-11325          	 304     	 971.1364 	 lucene
401 	 Q0 	 FT941-15371          	 305     	 969.7361 	 lucene
401 	 Q0 	 FBIS4-42133          	 306     	 969.2749 	 lucene
401 	 Q0 	 FBIS4-52487          	 307     	 969.2451 	 lucene
401 	 Q0 	 FBIS3-39431          	 308     	 968.0421 	 lucene
401 	 Q0 	 FT941-7838           	 309     	 967.9438 	 lucene
401 	 Q0 	 FR940118-2-00115     	 310     	 967.3869 	 lucene
401 	 Q0 	 LA121389-0163        	 311     	 967.1702 	 lucene
401 	 Q0 	 LA020489-0013        	 312     	 966.9508 	 lucene
401 	 Q0 	 LA041489-0001        	 313     	 966.7124 	 lucene
401 	 Q0 	 FR940419-2-00049     	 314     	 966.4359 	 lucene
401 	 Q0 	 LA081489-0037        	 315     	 966.0165 	 lucene
401 	 Q0 	 LA042989-0062        	 316     	 965.9238 	 lucene
401 	 Q0 	 FBIS3-56144          	 317     	 965.4502 	 lucene
401 	 Q0 	 FT941-3310           	 318     	 963.4944 	 lucene
401 	 Q0 	 LA062190-0050        	 319     	 963.4898 	 lucene
401 	 Q0 	 LA013189-0080        	 320     	 963.2587 	 lucene
401 	 Q0 	 FR940603-2-00047     	 321     	 962.4410 	 lucene
401 	 Q0 	 FT932-5627           	 322     	 962.3048 	 lucene
401 	 Q0 	 FBIS4-2444           	 323     	 962.1753 	 lucene
401 	 Q0 	 FBIS4-11260          	 324     	 962.1509 	 lucene
401 	 Q0 	 LA111489-0063        	 325     	 961.6550 	 lucene
401 	 Q0 	 FT934-15460          	 326     	 961.5929 	 lucene
401 	 Q0 	 FBIS4-41178          	 327     	 961.1589 	 lucene
401 	 Q0 	 FBIS4-40113          	 328     	 961.0704 	 lucene
401 	 Q0 	 FT934-10064          	 329     	 961.0507 	 lucene
401 	 Q0 	 FBIS4-55384          	 330     	 960.9554 	 lucene
401 	 Q0 	 FT924-8919           	 331     	 960.6498 	 lucene
401 	 Q0 	 FT943-6213           	 332     	 960.4891 	 lucene
401 	 Q0 	 FT911-2191           	 333     	 959.9536 	 lucene
401 	 Q0 	 LA022289-0119        	 334     	 959.7299 	 lucene
401 	 Q0 	 FBIS4-21244          	 335     	 958.2556 	 lucene
401 	 Q0 	 FBIS3-58112          	 336     	 958.0313 	 lucene
401 	 Q0 	 FR941205-0-00023     	 337     	 957.7793 	 lucene
401 	 Q0 	 LA071289-0015        	 338     	 957.3067 	 lucene
401 	 Q0 	 FT921-1808           	 339     	 957.0721 	 lucene
401 	 Q0 	 FBIS3-24762          	 340     	 956.9797 	 lucene
401 	 Q0 	 FBIS4-26059          	 341     	 956.0352 	 lucene
401 	 Q0 	 FR940202-0-00032     	 342     	 955.6630 	 lucene
401 	 Q0 	 LA072989-0084        	 343     	 955.2606 	 lucene
401 	 Q0 	 FBIS4-18688          	 344     	 954.7855 	 lucene
401 	 Q0 	 FR940620-2-00134     	 345     	 954.4151 	 lucene
401 	 Q0 	 FT943-3661           	 346     	 954.3793 	 lucene
401 	 Q0 	 FBIS4-14793          	 347     	 954.1846 	 lucene
401 	 Q0 	 FT923-4477           	 348     	 953.8762 	 lucene
401 	 Q0 	 FBIS4-43888          	 349     	 953.6558 	 lucene
401 	 Q0 	 FT934-4092           	 350     	 953.0706 	 lucene
401 	 Q0 	 LA040790-0159        	 351     	 952.7095 	 lucene
401 	 Q0 	 FBIS4-34240          	 352     	 952.4205 	 lucene
401 	 Q0 	 FBIS3-56482          	 353     	 952.3051 	 lucene
401 	 Q0 	 FBIS3-45046          	 354     	 951.8458 	 lucene
401 	 Q0 	 LA052589-0003        	 355     	 951.6089 	 lucene
401 	 Q0 	 FBIS3-6381           	 356     	 951.3036 	 lucene
401 	 Q0 	 FT924-2793           	 357     	 950.2903 	 lucene
401 	 Q0 	 FT944-6909           	 358     	 950.1276 	 lucene
401 	 Q0 	 LA062390-0015        	 359     	 949.3554 	 lucene
401 	 Q0 	 LA111889-0168        	 360     	 948.6757 	 lucene
401 	 Q0 	 FR940722-0-00037     	 361     	 948.6108 	 lucene
401 	 Q0 	 FR940216-0-00055     	 362     	 948.0931 	 lucene
401 	 Q0 	 LA102889-0070        	 363     	 947.7368 	 lucene
401 	 Q0 	 FT921-12233          	 364     	 946.4416 	 lucene
401 	 Q0 	 FT922-14103          	 365     	 944.4426 	 lucene
401 	 Q0 	 LA102789-0140        	 366     	 944.4219 	 lucene
401 	 Q0 	 FT924-9774           	 367     	 944.0723 	 lucene
401 	 Q0 	 FR940111-0-00021     	 368     	 944.0489 	 lucene
401 	 Q0 	 FR940516-1-00003     	 369     	 943.4493 	 lucene
401 	 Q0 	 FBIS4-35147          	 370     	 942.8994 	 lucene
401 	 Q0 	 FBIS4-29713          	 371     	 942.8994 	 lucene
401 	 Q0 	 FBIS3-45516          	 372     	 942.7860 	 lucene
401 	 Q0 	 FT942-12735          	 373     	 941.6460 	 lucene
401 	 Q0 	 FBIS4-48373          	 374     	 941.5495 	 lucene
401 	 Q0 	 FBIS3-53801          	 375     	 941.5325 	 lucene
401 	 Q0 	 FT944-8195           	 376     	 941.0430 	 lucene
401 	 Q0 	 FR941003-1-00080     	 377     	 940.2164 	 lucene
